ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY;ControllerAimAssistState;ControllerHover;ControllerName;ControllerOffset;ControllerSmoothed;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DualTask;Email;Event;EventType;EyePatch;Framecount;GameDuration;GameId;GameMessage;GameSpeed;GameState;GameTimeLeft;GameTimeSpent;GeometricMirror;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;HideWall;HideWallAmount;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;MirrorEffect;MoleActivatedDuration;MoleId;MoleIndexX;MoleIndexY;MoleLifeTime;MoleNormalizedIndexX;MoleNormalizedIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MoleSize;MoleSpawnOrder;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;MoleType;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceName;MotorSpaceWidth;ParticipantId;PatternSegmentID;PatternSegmentLabel;PlayedPattern;PointerShootOrder;PrismOffset;PupilTime;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerMain;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;SessionID;TestId;TimeSinceLastEvent;Timestamp;UnityToPupilTimeOffset;WallBoundsXMax;WallBoundsXMin;WallBoundsYMax;WallBoundsYMin;WallBoundsZMax;WallBoundsZMin;WallCenterX;WallCenterY;WallCenterZ;WallColumnCount;WallCurveRatioX;WallCurveRatioY;WallRowCount;WallSizeX;WallSizeY;WallSizeZ
NULL;NULL;None;605;Controller (right);0;True;0205;2;5;-3.4380;2.3309;5.9423;-3.4380;4.1809;6.4923;False;anonymous;Mole Spawned;MoleEvent;None;6209;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;421.0729;22.42712;False;0.0149;1.2299;-0.2023;345.9310;358.9001;0.7856;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.08542888;0.650858;0.7543778;0.0000;0.0000;0.0000;-0.2814;1.1401;0.3261;319.3937;353.5391;354.2816;0.0000;0.0000;0.0000;False;NULL;0205;2;5;5.0000;0.1250;1.0000;-3.4380;2.3309;5.9423;-3.4380;4.1809;6.4923;0.6923;0007;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;3;0;270234.4795;0.0000;0.0000;0.0000;1.1199;4.1697;6.3128;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2800;1.1381;0.3154;320.9779;0.9680;4.3437;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:02.2863;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;605;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;6209;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;421.0208;22.47919;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.08542888;0.650858;0.7543778;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;3;0;270234.501667;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:02.3063;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;405;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;6228;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;420.2957;23.20428;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.08542888;0.650858;0.7543778;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;3;0;270235.240997;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.7250;2023-01-24 13:25:03.0460;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;805;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;6231;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;420.166;23.33401;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.08542888;0.650858;0.7543778;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;3;0;270235.338117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.1297;2023-01-24 13:25:03.1431;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;6247;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.6389;23.86115;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.266629;0.6168311;0.7405595;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;NULL;0;270235.889684;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.5271;2023-01-24 13:25:03.6948;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0805;8;5;3.4380;2.3309;5.9423;3.4380;4.1809;6.4923;False;anonymous;Mole Hit;MoleEvent;None;6247;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.6389;23.86115;False;-0.0027;1.2327;-0.2036;344.6251;349.8729;2.4423;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.266629;0.6168311;0.7405595;0.0000;0.0000;0.0000;-0.4117;1.1262;0.3016;319.9705;333.5380;358.4541;0.0000;0.0000;0.0000;False;1.4339;0805;8;5;5.0000;0.8750;1.0000;3.4380;2.3309;5.9423;3.4380;4.1809;6.4923;0.6923;0007;0.0324;-0.2125;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;5;0;270235.893948;0.0000;0.0000;0.0000;3.4704;3.9684;6.3184;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4048;1.1280;0.2995;321.9149;19.8008;354.1983;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:03.7008;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;6248;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.5705;23.92953;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.266629;0.6168311;0.7405595;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;5;0;270235.928496;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0684;2023-01-24 13:25:03.7338;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;6252;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.4414;24.05859;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;NULL;0;270236.063254;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.1291;2023-01-24 13:25:03.8679;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;0205;2;5;-3.4380;2.3309;5.9423;-3.4380;4.1809;6.4923;False;anonymous;Mole Hit;MoleEvent;None;6252;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.4414;24.05859;False;0.0005;1.2321;-0.2032;344.8079;351.7358;1.8598;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;0.0000;0.0000;0.0000;-0.4041;1.1285;0.3022;319.3580;335.2773;357.8942;0.0000;0.0000;0.0000;False;1.6313;0205;2;5;5.0000;0.1250;1.0000;-3.4380;2.3309;5.9423;-3.4380;4.1809;6.4923;0.6923;0007;-0.0125;-0.1846;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;4;0;270236.068366;0.0000;0.0000;0.0000;3.4244;4.0301;6.3145;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4033;1.1305;0.2976;321.4991;19.3343;354.5354;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:03.8749;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;0601;6;1;1.1484;-2.3309;5.9608;1.1484;-0.4809;6.5108;False;anonymous;Mole Expired;MoleEvent;None;6253;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.4414;24.05859;False;0.0007;1.2321;-0.2032;344.8221;351.8122;1.8466;0.0143;0.0764;0.0132;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;0.0000;0.0000;0.0000;-0.4041;1.1285;0.3022;319.3580;335.2773;357.8942;0.0000;0.0000;0.0000;False;5.0000;0601;6;1;5.0000;0.6250;0.0000;1.1484;-2.3309;5.9608;1.1484;-0.4809;6.5108;0.6887;0005;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;4;0;270236.085534;0.0000;0.0000;0.0000;3.4171;4.0340;6.3147;0.0000;0.0000;0.0000;False;0.0004;0.0003;0.0005;0.4029;1.1308;0.2971;321.4060;19.0628;354.5645;0.0931;0.2715;0.0291;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0448;2023-01-24 13:25:03.8919;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;0604;6;4;1.1484;1.1690;5.9884;1.1484;3.0190;6.5384;False;anonymous;Mole Spawned;MoleEvent;None;6253;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.4414;24.05859;False;0.0007;1.2321;-0.2032;344.8221;351.8122;1.8466;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;0.0000;0.0000;0.0000;-0.4041;1.1285;0.3022;319.3580;335.2773;357.8942;0.0000;0.0000;0.0000;False;NULL;0604;6;4;5.0000;0.6250;0.7500;1.1484;1.1690;5.9884;1.1484;3.0190;6.5384;0.6870;0008;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;4;0;270236.092784;0.0000;0.0000;0.0000;3.4171;4.0340;6.3147;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4029;1.1308;0.2971;321.4060;19.0628;354.5645;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:03.8999;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;0404;4;4;-1.1484;1.1690;5.9884;-1.1484;3.0190;6.5384;False;anonymous;Mole Spawned;MoleEvent;None;6253;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.4414;24.05859;False;0.0007;1.2321;-0.2032;344.8221;351.8122;1.8466;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;0.0000;0.0000;0.0000;-0.4041;1.1285;0.3022;319.3580;335.2773;357.8942;0.0000;0.0000;0.0000;False;NULL;0404;4;4;5.0000;0.3750;0.7500;-1.1484;1.1690;5.9884;-1.1484;3.0190;6.5384;0.6870;0008;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;4;0;270236.100396;0.0000;0.0000;0.0000;3.4171;4.0340;6.3147;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4029;1.1308;0.2971;321.4060;19.0628;354.5645;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:03.9079;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;6253;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;419.3966;24.10336;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;4;0;270236.135154;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:03.9399;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;205;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;6271;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;418.7289;24.77106;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;4;0;270236.769382;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.6677;2023-01-24 13:25:04.5739;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;404;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;6271;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;418.7289;24.77106;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.3173476;0.6513308;0.689245;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;4;0;270236.774282;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:04.5789;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;6288;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;418.1576;25.34241;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.03107619;0.5519528;0.8332961;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;NULL;0;270237.373175;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.5714;2023-01-24 13:25:05.1775;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;0404;4;4;-1.1484;1.1690;5.9884;-1.1484;3.0190;6.5384;False;anonymous;Mole Hit;MoleEvent;None;6288;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;418.1576;25.34241;False;0.0135;1.2275;-0.2021;347.1440;358.9119;0.9299;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.03107619;0.5519528;0.8332961;0.0000;0.0000;0.0000;-0.2794;1.0638;0.3384;326.4989;357.8643;351.3287;0.0000;0.0000;0.0000;False;1.2838;0404;4;4;5.0000;0.3750;0.7500;-1.1484;1.1690;5.9884;-1.1484;3.0190;6.5384;0.6870;0008;0.0365;-0.0755;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;5;0;270237.37731;0.0000;0.0000;0.0000;1.0303;2.9345;6.3482;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2757;1.0637;0.3305;330.5188;354.2859;6.7640;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:05.1845;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (left);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;6289;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;418.0882;25.41183;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.03107619;0.5519528;0.8332961;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;5;0;270237.417184;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0694;2023-01-24 13:25:05.2225;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;6293;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;417.9494;25.55063;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.08531674;0.4869126;0.8692739;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;NULL;0;270237.554669;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.1388;2023-01-24 13:25:05.3593;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0604;6;4;1.1484;1.1690;5.9884;1.1484;3.0190;6.5384;False;anonymous;Mole Hit;MoleEvent;None;6293;443.5;20230124132439;Begge hænder - uden spejling;Normal;Playing;417.9494;25.55063;False;0.0141;1.2269;-0.2021;347.4281;359.1899;0.8333;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.08531674;0.4869126;0.8692739;0.0000;0.0000;0.0000;-0.2797;1.0618;0.3388;326.7148;357.7909;351.6266;0.0000;0.0000;0.0000;False;1.4920;0604;6;4;5.0000;0.6250;0.7500;1.1484;1.1690;5.9884;1.1484;3.0190;6.5384;0.6870;0008;-0.0814;-0.1244;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;2;SegmentD;D2-5 Mirror Therapy;6;0;270237.559077;0.0000;0.0000;0.0000;1.0670;2.8947;6.3495;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2775;1.0615;0.3304;330.8622;354.3945;6.5967;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:25:05.3653;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
