Email;Event;EyeCenter0X;EyeCenter0Y;EyeCenter0Z;EyeCenter1X;EyeCenter1Y;EyeCenter1Z;Framecount;GazeConfidence;GazeDistance;GazeNormal0X;GazeNormal0Y;GazeNormal0Z;GazeNormal1X;GazeNormal1Y;GazeNormal1Z;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerLaserPosTravelX;LeftControllerLaserPosTravelY;LeftControllerLaserPosTravelZ;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;LocalGazeDirectionX;LocalGazeDirectionY;LocalGazeDirectionZ;PupilTime;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;SessionID;Timestamp;UnityToPupilTimeOffset;ViewportLowerLeftX;ViewportLowerLeftY;ViewportLowerLeftZ;ViewportLowerMiddleX;ViewportLowerMiddleY;ViewportLowerMiddleZ;ViewportLowerRightX;ViewportLowerRightY;ViewportLowerRightZ;ViewportUpperLeftX;ViewportUpperLeftY;ViewportUpperLeftZ;ViewportUpperMiddleX;ViewportUpperMiddleY;ViewportUpperMiddleZ;ViewportUpperRightX;ViewportUpperRightY;ViewportUpperRightZ;WorldGazeDirectionX;WorldGazeDirectionY;WorldGazeDirectionZ;WorldGazeHitObjectIsMole;WorldGazeHitObjectIsWall;WorldGazeHitObjectMoleID;WorldGazeHitObjectName;WorldGazeHitPositionX;WorldGazeHitPositionY;WorldGazeHitPositionZ;WorldGazeOriginX;WorldGazeOriginY;WorldGazeOriginZ
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2113;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0273;1.2288;-0.2387;5.4016;0.4758;359.8843;0.0755;0.0038;0.0028;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0259;0.0111;0.0000;0.0550;0.8648;6.2562;0.0000;0.0000;0.0000;0.0020;0.0024;0.0016;0.2313;1.0906;0.2455;321.9259;5.5103;328.0941;0.1163;0.7818;1.3155;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.8745;NULL;-2.4279;-0.8613;3.8904;0.1281;-2.3787;3.1842;2.7609;-0.6432;3.7986;-3.1709;2.3270;4.9102;0.1924;4.4839;6.0716;2.7777;2.3250;4.6055;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2114;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0272;1.2290;-0.2390;5.2741;0.3961;359.8405;0.1275;0.0798;0.0437;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0175;0.0252;0.0043;0.0375;0.8900;6.2605;0.0000;0.0000;0.0000;0.0009;0.0024;0.0012;0.2304;1.0930;0.2467;321.4366;5.2712;328.9127;0.4892;0.2390;0.8185;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.8885;NULL;-2.4350;-0.8500;3.8915;0.1208;-2.3709;3.1921;2.7541;-0.6360;3.8061;-3.1770;2.3411;4.9032;0.1864;4.4981;6.0643;2.7721;2.3340;4.6063;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2115;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0269;1.2290;-0.2390;5.2497;0.3485;359.8712;0.0244;0.0476;0.0306;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0069;0.0267;0.0023;0.0307;0.9167;6.2628;0.0000;0.0000;0.0000;0.0005;0.0037;0.0013;0.2309;1.0967;0.2453;320.1480;5.8017;329.1970;1.2886;0.5304;0.2843;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.9025;NULL;-2.4378;-0.8496;3.8901;0.1195;-2.3694;3.1936;2.7513;-0.6328;3.8092;-3.1823;2.3416;4.8998;0.1789;4.5008;6.0629;2.7670;2.3375;4.6082;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2116;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0270;1.2292;-0.2390;5.2554;0.2675;359.8568;0.0057;0.0810;0.0144;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0045;0.0391;0.0088;0.0352;0.9558;6.2716;0.0000;0.0000;0.0000;0.0007;0.0044;0.0003;0.2315;1.1011;0.2456;319.2708;6.3175;329.6671;0.8773;0.5158;0.4701;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.9165;NULL;-2.4440;-0.8491;3.8865;0.1138;-2.3695;3.1934;2.7452;-0.6336;3.8128;-3.1892;2.3421;4.8955;0.1710;4.5004;6.0635;2.7605;2.3366;4.6122;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0264;1.2293;-0.2394;5.2810;0.1158;359.9536;0.0256;0.1516;0.0968;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0064;0.0456;0.0074;0.0416;1.0013;6.2790;0.0000;0.0000;0.0000;0.0012;0.0038;0.0010;0.2328;1.1049;0.2446;318.7377;6.7487;330.0385;0.5330;0.4312;0.3714;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.9305;NULL;-2.4527;-0.8551;3.8782;0.1097;-2.3709;3.1916;2.7364;-0.6309;3.8192;-3.2060;2.3344;4.8866;0.1472;4.4978;6.0649;2.7445;2.3390;4.6199;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2118;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0263;1.2290;-0.2395;5.2648;0.0521;0.0386;0.0162;0.0638;359.9150;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0107;0.0401;0.0091;0.0523;1.0414;6.2881;0.0000;0.0000;0.0000;0.0010;0.0034;0.0005;0.2337;1.1083;0.2451;318.5406;7.2676;329.9156;0.1971;0.5189;0.1228;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.9435;NULL;-2.4548;-0.8579;3.8757;0.1106;-2.3701;3.1927;2.7340;-0.6260;3.8230;-3.2141;2.3307;4.8822;0.1344;4.4994;6.0641;2.7367;2.3441;4.6229;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2119;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0259;1.2289;-0.2396;5.2179;359.9879;0.1297;0.0469;359.9358;0.0911;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0090;0.0364;0.0067;0.0613;1.0778;6.2948;0.0000;0.0000;0.0000;0.0014;0.0041;0.0005;0.2351;1.1124;0.2456;318.3030;7.5171;330.2174;0.2376;0.2495;0.3018;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.9585;NULL;-2.4571;-0.8585;3.8740;0.1116;-2.3672;3.1956;2.7314;-0.6184;3.8278;-3.2227;2.3298;4.8770;0.1209;4.5047;6.0614;2.7284;2.3523;4.6253;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2120;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0257;1.2290;-0.2397;5.1812;359.8971;0.2191;0.0366;0.0908;0.0894;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0126;0.0438;0.0086;0.0738;1.1216;6.3034;0.0000;0.0000;0.0000;0.0016;0.0041;0.0008;0.2367;1.1165;0.2464;318.0482;7.8596;330.2199;0.2547;0.3424;0.0025;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.9725;NULL;-2.4612;-0.8597;3.8710;0.1110;-2.3648;3.1979;2.7270;-0.6116;3.8335;-3.2335;2.3281;4.8706;0.1047;4.5089;6.0594;2.7180;2.3597;4.6291;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2121;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0251;1.2289;-0.2398;5.0272;359.7341;0.4120;0.1541;0.1629;0.1928;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0144;0.0443;0.0072;0.0883;1.1659;6.3106;0.0000;0.0000;0.0000;0.0019;0.0051;0.0001;0.2385;1.1216;0.2462;317.5147;8.5485;329.1890;0.5335;0.6889;1.0309;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:49.9875;NULL;-2.4677;-0.8570;3.8687;0.1116;-2.3553;3.2078;2.7197;-0.5916;3.8469;-3.2538;2.3308;4.8573;0.0734;4.5261;6.0506;2.6983;2.3818;4.6344;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2122;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0249;1.2290;-0.2397;4.9461;359.6289;0.4921;0.0811;0.1053;0.0801;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0180;0.0548;0.0107;0.1063;1.2206;6.3213;0.0000;0.0000;0.0000;0.0028;0.0055;0.0003;0.2413;1.1271;0.2465;316.7470;9.3670;327.5001;0.7677;0.8185;1.6889;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:50.0016;NULL;-2.4731;-0.8545;3.8669;0.1096;-2.3501;3.2131;2.7140;-0.5820;3.8548;-3.2655;2.3336;4.8493;0.0563;4.5352;6.0461;2.6869;2.3925;4.6380;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;2123;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0242;1.2296;-0.2394;4.6803;359.4034;0.7453;0.2658;0.2255;0.2533;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;0.0344;0.0705;0.0102;0.1407;1.2911;6.3315;0.0000;0.0000;0.0000;0.0117;0.0177;0.0005;0.2530;1.1447;0.2460;314.7740;13.5800;321.7612;1.9730;4.2129;5.7389;2a709e7d-0405-4a89-99a2-89cb901f7841;2023-02-01 11:22:50.0446;NULL;-2.4824;-0.8457;3.8661;0.1096;-2.3331;3.2305;2.7035;-0.5505;3.8751;-3.2929;2.3435;4.8302;0.0140;4.5651;6.0309;2.6600;2.4274;4.6442;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
